-0.72,0.195,-1.0
-1.348,-1.613,-1.0
-1.781,-1.346,-1.0
-1.082,-1.982,-1.0
-1.184,-1.663,-1.0
-4.042,-1.385,-1.0
-1.452,-0.2,-1.0
-1.565,-2.152,-1.0
-1.064,-0.274,-1.0
-2.656,-2.374,-1.0
-3.858,-1.29,-1.0
-0.763,-1.446,-1.0
-3.082,-0.939,-1.0
-2.243,0.61,-1.0
-2.165,-2.471,-1.0
-1.857,-1.491,-1.0
-2.928,-2.251,-1.0
-2.644,-1.893,-1.0
-1.228,-1.405,-1.0
-2.952,-1.283,-1.0
-2.033,-2.665,-1.0
-2.014,-2.744,-1.0
-2.162,-0.839,-1.0
-2.605,-2.928,-1.0
-0.977,-0.854,-1.0
-2.75,-1.892,-1.0
-1.823,-0.191,-1.0
-0.718,-1.069,-1.0
-1.423,-0.75,-1.0
-3.32,-1.849,-1.0
-2.154,-1.994,-1.0
-2.12,0.283,-1.0
-2.389,-3.345,-1.0
-2.914,-1.325,-1.0
-2.649,-2.113,-1.0
-3.102,-0.642,-1.0
-0.485,-0.746,-1.0
-0.893,-1.079,-1.0
-0.821,-2.856,-1.0
-0.932,-0.025,-1.0
-2.609,-1.707,-1.0
-0.746,-0.245,-1.0
-1.164,-0.85,-1.0
-2.455,-1.0,-1.0
-0.19,-0.406,-1.0
-2.756,-1.821,-1.0
-1.441,-1.662,-1.0
-1.194,-1.931,-1.0
-1.744,-0.323,-1.0
-2.012,-3.525,-1.0
-0.296,0.109,-1.0
-1.06,-2.119,-1.0
-0.582,-4.081,-1.0
-1.955,-2.312,-1.0
-0.792,-1.029,-1.0
-1.156,-1.42,-1.0
-1.425,-0.766,-1.0
0.472,-1.658,-1.0
-3.707,-1.714,-1.0
-1.734,-2.192,-1.0
-3.939,-1.262,-1.0
-2.033,-0.244,-1.0
-0.704,-1.768,-1.0
-2.294,-2.202,-1.0
0.262,-0.867,-1.0
-1.591,-2.21,-1.0
-2.837,-1.254,-1.0
-0.788,-0.556,-1.0
0.517,-0.985,-1.0
-0.953,-0.542,-1.0
-2.149,-1.45,-1.0
-1.747,-0.988,-1.0
-1.948,-0.145,-1.0
-1.491,-0.853,-1.0
-1.932,-0.741,-1.0
-1.709,-2.865,-1.0
0.427,-1.836,-1.0
-0.351,0.796,-1.0
-1.211,-2.864,-1.0
-1.682,-1.405,-1.0
-1.185,-3.515,-1.0
-3.339,-1.395,-1.0
-2.593,0.12,-1.0
-1.432,-1.715,-1.0
-0.602,-0.311,-1.0
-0.803,-1.045,-1.0
-1.524,-3.32,-1.0
-2.037,-2.335,-1.0
-0.917,-2.09,-1.0
-0.834,-1.91,-1.0
-1.604,-2.639,-1.0
-2.615,-1.026,-1.0
-1.485,-4.163,-1.0
-1.306,-2.624,-1.0
-2.17,-3.162,-1.0
-1.343,-1.251,-1.0
-1.736,-2.069,-1.0
-0.744,-1.264,-1.0
-1.681,-1.098,-1.0
-2.681,-1.867,-1.0
-0.367,-1.077,-1.0
-0.751,-2.921,-1.0
0.027,-2.298,-1.0
-2.067,-1.337,-1.0
-2.165,-2.166,-1.0
-1.82,-1.897,-1.0
-0.708,-0.948,-1.0
0.73,0.712,-1.0
-1.859,-2.142,-1.0
-2.59,-2.179,-1.0
-0.674,-1.443,-1.0
-3.333,-2.752,-1.0
-1.39,-0.973,-1.0
-0.462,-1.055,-1.0
-0.176,-2.991,-1.0
-1.671,-1.162,-1.0
-1.265,0.117,-1.0
-2.309,-2.827,-1.0
-1.153,1.491,-1.0
0.078,-1.937,-1.0
-1.958,-2.599,-1.0
